afla	afum	anid	anig	myID
F9C07_2228428	Afu1g08850	AN1394	An08g00310	myID446
F9C07_2279857	Afu1g08860	AN1387	An08g00340	myID447
F9C07_2058195	Afu1g08870	AN1391	An08g00360	myID448
F9C07_2279856	Afu1g08880	AN1390	An08g00370	myID449
F9C07_1648	Afu1g08900	AN10185	An08g00400	myID450
F9C07_1647	Afu1g08920	AN1386	An08g00410	myID451
F9C07_2059976	Afu1g08930	AN1385	An08g00420	myID452
F9C07_2200006	Afu1g08940	AN10184	An08g00430	myID453
F9C07_1643	Afu1g08960	AN1383	An08g00450	myID454
F9C07_1641	Afu1g08970	AN1382	An08g00470	myID455
F9C07_2279847	Afu1g09000	AN1381	An08g00500	myID456
F9C07_2279846	Afu1g09020	AN1379	An08g00520	myID457
F9C07_1635	Afu1g09030	AN1378	An08g00540	myID458
F9C07_2279843	Afu1g09040	AN1377	An08g00550	myID459
F9C07_2061608	Afu1g09050	AN1376	An08g00560	myID460
F9C07_2250421	Afu1g09060	AN1375	An08g00570	myID461
F9C07_2279823	Afu1g09070	AN1374	An08g00580	myID462
F9C07_2279824	Afu1g09080	AN12428	An08g00590	myID463
F9C07_2279825	Afu1g09090	AN9464	An08g00600	myID464
F9C07_1615	Afu1g09100	AN9465	An08g00610	myID465
F9C07_1616	Afu1g09110	AN12429	An08g00620	myID466
F9C07_1120971	Afu1g09130	AN12485	An08g00640	myID467
F9C07_2228394	Afu1g09140	AN1373	An08g00660	myID468
F9C07_1120968	Afu1g09150	AN1372	An08g00670	myID469
F9C07_2058867	Afu1g09160	AN1371	An08g00680	myID470
F9C07_1121017	Afu1g09170	AN1370	An08g00690	myID471
F9C07_1622	Afu1g09180	AN1369	An08g00700	myID472
F9C07_2279834	Afu1g09190	AN1368	An08g00710	myID473
F9C07_1624	Afu1g09200	AN1367	An08g00720	myID474
F9C07_1625	Afu1g09210	AN1366	An08g00730	myID475
F9C07_1626	Afu1g09220	AN1365	An08g00740	myID476
F9C07_1627	Afu1g09230	AN1364	An08g00750	myID477
F9C07_2279837	Afu1g09240	AN1363	An08g00760	myID478
F9C07_2279839	Afu1g09250	AN1362	An08g00770	myID479
F9C07_1631	Afu1g09270	AN1359	An08g00800	myID480
F9C07_2102428	Afu1g09280	AN1358	An08g00830	myID481
F9C07_1608	Afu1g09290	AN1357	An08g00840	myID482
F9C07_1607	Afu1g09300	AN1356	An08g00850	myID483
F9C07_1118049	Afu1g09310	AN1355	An08g00860	myID484
F9C07_2279819	Afu1g09320	AN1354	An08g00870	myID485
F9C07_2240624	Afu1g09330	AN10182	An08g00880	myID486
F9C07_2279817	Afu1g09350	AN1353	An08g00890	myID487
F9C07_1117053	Afu1g09360	AN1352	An08g00900	myID488
F9C07_2279815	Afu1g09370	AN1351	An08g00910	myID489
F9C07_1600	Afu1g09380	AN1350	An08g00920	myID490
F9C07_1116410	Afu1g09400	AN1349	An08g00940	myID491
F9C07_2283571	Afu1g09410	AN1348	An08g00950	myID492
F9C07_4059	Afu1g09430	AN1346	An08g00960	myID493
F9C07_4058	Afu1g09440	AN1345	An08g00970	myID494
F9C07_1542066	Afu1g09450	AN1344	An08g00980	myID495
F9C07_4056	Afu1g09460	AN1343	An08g00990	myID496
F9C07_4055	Afu1g09470	AN1342	An08g01000	myID497
F9C07_2202896	Afu1g09480	AN1341	An08g01030	myID498
F9C07_1540520	Afu1g09490	AN1340	An08g01040	myID499
F9C07_2283563	Afu1g09500	AN1339	An08g01060	myID500
F9C07_4049	Afu1g09520	AN10183	An08g01080	myID501
F9C07_4048	Afu1g09530	AN10181	An08g01090	myID502
F9C07_2283555	Afu1g09540	AN1334	An08g01110	myID503
F9C07_2157647	Afu1g09550	AN1333	An08g01140	myID504
F9C07_2232674	Afu1g09560	AN1335	An08g01150	myID505
F9C07_2283552	Afu1g09570	AN1336	An08g01160	myID506
F9C07_4039	Afu1g09580	AN1331	An08g01170	myID507
F9C07_2283550	Afu1g09590	AN1330	An08g01180	myID508
F9C07_4037	Afu1g09600	AN1328	An08g01190	myID509
F9C07_2232669	Afu1g09610	AN1327	An08g01200	myID510
F9C07_4035	Afu1g09620	AN1326	An08g01210	myID511
F9C07_4034	Afu1g09630	AN1325	An08g01230	myID512
F9C07_2157594	Afu1g09640	AN1324	An08g01240	myID513
F9C07_2283527	Afu1g09650	AN10179	An08g01360	myID514
F9C07_1539218	Afu1g09660	AN10172	An08g01370	myID515
F9C07_1539664	Afu1g09670	AN1298	An08g01380	myID516
F9C07_2283524	Afu1g09680	AN1297	An08g01410	myID517
F9C07_2090634	Afu1g09690	AN1296	An08g01480	myID518
F9C07_4005	Afu1g09720	AN1293	An08g01500	myID519
F9C07_1537556	Afu1g09730	AN1292	An08g01510	myID520
F9C07_4000	Afu1g09757	AN10178	An08g01550	myID521
F9C07_3999	Afu1g09760	AN10171	An08g01560	myID522
F9C07_3998	Afu1g09770	AN1288	An08g01580	myID523
F9C07_2283516	Afu1g09780	AN1287	An08g01590	myID524
F9C07_2283515	Afu1g09790	AN1286	An08g01600	myID525
F9C07_2286138	Afu1g09800	AN10170	An08g01610	myID526
F9C07_2235564	Afu1g09810	AN10175	An08g01620	myID527
F9C07_2286140	Afu1g09820	AN1283	An08g01630	myID528
F9C07_1757330	Afu1g09830	AN1282	An08g01640	myID529
F9C07_8420	Afu1g09840	AN1281	An08g01650	myID530
F9C07_8422	Afu1g09870	AN1280	An08g01680	myID531
F9C07_2286146	Afu1g09880	AN1279	An08g01690	myID532
F9C07_8425	Afu1g09890	AN1278	An08g01700	myID533
F9C07_8426	Afu1g09900	AN1277	An08g01710	myID534
F9C07_2223534	Afu1g09910	AN1276	An08g01720	myID535
F9C07_1757997	Afu1g09920	AN1275	An08g01730	myID536
F9C07_8409	Afu1g09930	AN1274	An08g01740	myID537
F9C07_2286132	Afu1g09940	AN11936	An08g01750	myID538
F9C07_8403	Afu1g09950	AN1272	An08g01770	myID539
F9C07_8402	Afu1g09960	AN1271	An08g01780	myID540
F9C07_8401	Afu1g09970	AN1270	An08g01790	myID541
F9C07_2246792	Afu1g10012	AN1268	An08g01810	myID542
F9C07_8397	Afu1g10040	AN1267	An08g01840	myID543
F9C07_2168827	Afu1g10050	AN1266	An08g01850	myID544
F9C07_8394	Afu1g10080	AN1265	An08g01860	myID545
F9C07_2286120	Afu1g10100	AN10169	An08g01930	myID546
F9C07_8383	Afu1g10130	AN1263	An08g01960	myID547
F9C07_2235530	Afu1g10170	AN1262	An08g01970	myID548
F9C07_8380	Afu1g10180	AN1261	An08g01980	myID549
F9C07_8379	Afu1g10190	AN1260	An08g01990	myID550
F9C07_2286107	Afu1g10200	AN1259	An08g02000	myID551
F9C07_8372	Afu1g10210	AN1258	An08g02080	myID552
F9C07_2246769	Afu1g10220	AN1250	An08g02090	myID553
F9C07_8370	Afu1g10230	AN1251	An08g02110	myID554
F9C07_8369	Afu1g10260	AN1253	An08g02170	myID555
F9C07_8367	Afu1g10280	AN1254	An08g02190	myID556
F9C07_1754480	Afu1g10295	AN1255	An08g02200	myID557
F9C07_2286094	Afu1g10310	AN1256	An08g02210	myID558
F9C07_2286093	Afu1g10320	AN1249	An08g02220	myID559
F9C07_8363	Afu1g10330	AN1248	An08g02230	myID560
F9C07_8362	Afu1g10340	AN1247	An08g02240	myID561
F9C07_8361	Afu1g10350	AN1246	An08g02260	myID562
F9C07_2286089	Afu1g10355	AN1245	An08g02270	myID563
F9C07_2168711	Afu1g10360	AN1244	An08g02280	myID564
F9C07_8358	Afu1g10370	AN1243	An08g02290	myID565
F9C07_2286086	Afu1g10380	AN1242	An08g02310	myID566
F9C07_2286084	Afu1g10400	AN1238	An08g02340	myID567
F9C07_2286083	Afu1g10410	AN1237	An08g02350	myID568
F9C07_2168697	Afu1g10420	AN1236	An08g02360	myID569
F9C07_8352	Afu1g10430	AN10168	An08g02380	myID570
F9C07_2168688	Afu1g10440	AN10173	An08g02390	myID571
F9C07_1748810	Afu1g10450	AN1233	An08g02400	myID572
F9C07_8346	Afu1g10470	AN1232	An08g02420	myID573
F9C07_2235495	Afu1g10480	AN1231	An08g02440	myID574
F9C07_8344	Afu1g10490	AN1230	An08g02450	myID575
F9C07_8343	Afu1g10497	AN1229	An08g02460	myID576
F9C07_8342	Afu1g10510	AN1228	An08g02470	myID577
F9C07_2235491	Afu1g10525	AN1227	An08g02480	myID578
F9C07_8338	Afu1g10540	AN1226	An08g02500	myID579
F9C07_2109349	Afu1g10550	AN1225	An08g02510	myID580
F9C07_8336	Afu1g10560	AN1215	An08g02520	myID581
F9C07_8335	Afu1g10570	AN1216	An08g02530	myID582
F9C07_8334	Afu1g10580	AN1217	An08g02580	myID583
F9C07_8333	Afu1g10590	AN1218	An08g02590	myID584
F9C07_2168632	Afu1g10600	AN1219	An08g02600	myID585
F9C07_2286061	Afu1g10610	AN1220	An08g02670	myID586
F9C07_2286059	Afu1g10620	AN1221	An08g02680	myID587
F9C07_8325	Afu1g10630	AN1222	An08g02700	myID588
F9C07_8324	Afu1g10640	AN1223	An08g02710	myID589
F9C07_8323	Afu1g10645	AN1224	An08g02720	myID590
F9C07_2286056	Afu1g10650	AN1213	An08g02730	myID591
F9C07_8321	Afu1g10660	AN1212	An08g02760	myID592
F9C07_8320	Afu1g10670	AN1211	An08g02770	myID593
F9C07_8319	Afu1g10690	AN1210	An08g02780	myID594
F9C07_2286052	Afu1g10700	AN1209	An08g02790	myID595
F9C07_2286051	Afu1g10710	AN1208	An08g02800	myID596
F9C07_2223489	Afu1g10720	AN1207	An08g02810	myID597
F9C07_2168598	Afu1g10730	AN1206	An08g02820	myID598
F9C07_8314	Afu1g10740	AN1205	An08g02830	myID599
F9C07_8312	Afu1g10750	AN1201	An08g02860	myID600
F9C07_8311	Afu1g10760	AN1200	An08g02870	myID601
F9C07_8309	Afu1g10770	AN1199	An08g02900	myID602
F9C07_8308	Afu1g10780	AN1198	An08g03070	myID603
F9C07_8307	Afu1g10790	AN1197	An08g03060	myID604
F9C07_1747026	Afu1g10800	AN1196	An08g03040	myID605
F9C07_8304	Afu1g10810	AN1195	An08g03000	myID606
F9C07_8303	Afu1g10820	AN1194	An08g02990	myID607
F9C07_2223483	Afu1g10830	AN1193	An08g02975	myID608
F9C07_1746792	Afu1g10840	AN1192	An08g02960	myID609
F9C07_8297	Afu1g10850	AN1191	An08g02945	myID610
F9C07_1747596	Afu1g10860	AN1190	An08g02930	myID611
F9C07_8291	Afu1g10890	AN1186	An08g03150	myID612
F9C07_2168412	Afu1g10900	AN1187	An08g03170	myID613
F9C07_8286	Afu1g10910	AN1182	An08g03190	myID614
F9C07_1746768	Afu1g10920	AN1188	An08g03180	myID615
F9C07_2286023	Afu1g10930	AN1181	An08g03200	myID616
F9C07_8283	Afu1g10940	AN10153	An08g03240	myID617
F9C07_1745835	Afu1g10950	AN1179	An08g03250	myID618
F9C07_8280	Afu1g10960	AN1178	An08g03260	myID619
F9C07_2286018	Afu1g10970	AN1177	An08g03270	myID620
F9C07_8278	Afu1g10980	AN1176	An08g03280	myID621
F9C07_1746088	Afu1g10990	AN1175	An08g03290	myID622
F9C07_2194112	Afu1g11070	AN1172	An08g03340	myID623
F9C07_2286014	Afu1g11080	AN1171	An08g03360	myID624
F9C07_2286013	Afu1g11090	AN1170	An08g03380	myID625
F9C07_8270	Afu1g11100	AN1169	An08g03390	myID626
F9C07_8268	Afu1g11110	AN1168	An08g03400	myID627
F9C07_8267	Afu1g11120	AN1167	An08g03420	myID628
F9C07_8266	Afu1g11130	AN1166	An08g03430	myID629
F9C07_2168312	Afu1g11150	AN1165	An08g03450	myID630
F9C07_8263	Afu1g11160	AN1164	An08g03460	myID631
F9C07_2286006	Afu1g11180	AN1163	An08g03480	myID632
F9C07_2168306	Afu1g11190	AN1162	An08g03490	myID633
F9C07_1743730	Afu1g11200	AN1161	An08g03493	myID634
F9C07_8259	Afu1g11410	AN1159	An08g03520	myID635
F9C07_1744521	Afu1g11420	AN1158	An08g03530	myID636
F9C07_8257	Afu1g11440	AN1157	An08g03550	myID637
F9C07_2194088	Afu1g11450	AN1156	An08g03570	myID638
F9C07_2286001	Afu1g11460	AN10150	An08g03580	myID639
F9C07_2235412	Afu1g11470	AN1154	An08g03590	myID640
F9C07_8251	Afu1g11480	AN1152	An08g03600	myID641
F9C07_8250	Afu1g11490	AN1148	An08g03610	myID642
F9C07_8249	Afu1g11500	AN1147	An08g03620	myID643
F9C07_8246	Afu1g11510	AN10149	An08g03630	myID644
F9C07_2285990	Afu1g11540	AN10148	An08g03660	myID645
F9C07_8242	Afu1g11550	AN10156	An08g03670	myID646
F9C07_8240	Afu1g11560	AN1140	An08g03840	myID647
F9C07_8238	Afu1g11580	AN1138	An08g03850	myID648
F9C07_1742737	Afu1g11620	AN1134	An08g03870	myID649
F9C07_8233	Afu1g11630	AN1132	An08g03880	myID650
F9C07_2285981	Afu1g11640	AN1131	An08g03890	myID651
F9C07_8231	Afu1g11650	AN1129	An08g03900	myID652
F9C07_8230	Afu1g11660	AN1128	An08g03710	myID653
F9C07_2235384	Afu1g11670	AN1119	An08g03940	myID654
F9C07_8222	Afu1g11690	AN1120	An08g03930	myID655
F9C07_2109246	Afu1g11700	AN1121	An08g03920	myID656
F9C07_8224	Afu1g11710	AN1122	An08g03910	myID657
F9C07_2168228	Afu1g11715	AN1123	An08g03720	myID658
F9C07_2204913	Afu1g11720	AN1124	An08g03680	myID659
F9C07_8228	Afu1g11730	AN1126	An08g03690	myID660
F9C07_2235391	Afu1g11740	AN1127	An08g03700	myID661
F9C07_1742508	Afu1g11760	AN1118	An08g03950	myID662
F9C07_8219	Afu1g11770	AN1117	An08g03960	myID663
F9C07_8218	Afu1g11780	AN1116	An08g03970	myID664
F9C07_8217	Afu1g11790	AN1115	An08g03980	myID665
F9C07_2109239	Afu1g11800	AN1114	An08g04000	myID666
F9C07_1740929	Afu1g11810	AN10167	An08g04030	myID667
F9C07_2235372	Afu1g11830	AN1109	An08g04040	myID668
F9C07_2285961	Afu1g11850	AN1106	An08g04060	myID669
F9C07_2168150	Afu1g11860	AN1105	An08g04070	myID670
F9C07_2285959	Afu1g11870	AN1104	An08g04080	myID671
F9C07_8203	Afu1g11880	AN1103	An08g04090	myID672
F9C07_8202	Afu1g11890	AN1102	An08g04100	myID673
F9C07_2285956	Afu1g11900	AN10166	An08g04110	myID674
F9C07_8200	Afu1g11910	AN10165	An08g04120	myID675
F9C07_2285952	Afu1g11920	AN1099	An08g04130	myID676
F9C07_2168130	Afu1g11930	AN1097	An08g04140	myID677
F9C07_8193	Afu1g11940	AN1095	An08g04150	myID678
F9C07_2168121	Afu1g11950	AN1096	An08g04160	myID679
F9C07_1738847	Afu1g11960	AN1094	An08g04240	myID680
F9C07_8187	Afu1g11970	AN1093	An08g04250	myID681
F9C07_1738850	Afu1g11980	AN1092	An08g04260	myID682
F9C07_8185	Afu1g11990	AN10157	An08g04270	myID683
F9C07_2285941	Afu1g12000	AN10164	An08g04280	myID684
F9C07_2285940	Afu1g12010	AN1090	An08g04290	myID685
F9C07_2235347	Afu1g12020	AN1089	An08g04300	myID686
F9C07_1737764	Afu1g12030	AN1068	An08g04360	myID687
F9C07_2074061	Afu1g12040	AN1069	An08g04350	myID688
F9C07_2235345	Afu1g12050	AN11841	An08g04310	myID689
F9C07_8170	Afu1g12065	AN10161	An08g04380	myID690
F9C07_2285927	Afu1g12070	AN1074	An08g04390	myID691
F9C07_8167	Afu1g12090	AN1076	An08g04400	myID692
F9C07_8166	Afu1g12110	AN10163	An08g04410	myID693
F9C07_8165	Afu1g12120	AN1079	An08g04420	myID694
F9C07_8164	Afu1g12130	AN1080	An08g04430	myID695
F9C07_8163	Afu1g12140	AN1081	An08g04440	myID696
F9C07_2167979	Afu1g12150	AN1082	An08g04450	myID697
F9C07_8161	Afu1g12160	AN1083	An08g04460	myID698
F9C07_2285919	Afu1g12170	AN1084	An08g04470	myID699
F9C07_2075008	Afu1g12180	AN1085	An08g04480	myID700
F9C07_8158	Afu1g12190	AN10146	An08g04540	myID701
F9C07_8157	Afu1g12200	AN10158	An08g04520	myID702
F9C07_8135	Afu1g12240	AN1073	An08g04600	myID703
F9C07_8134	Afu1g12250	AN1066	An08g04880	myID704
F9C07_8133	Afu1g12260	AN1065	An08g04890	myID705
F9C07_8131	Afu1g12280	AN1064	An08g04900	myID706
F9C07_8130	Afu1g12290	AN1063	An08g04910	myID707
F9C07_2235298	Afu1g12300	AN1062	An08g04920	myID708
F9C07_1735859	Afu1g12310	AN1061	An08g04930	myID709
F9C07_2167825	Afu1g12332	AN1060	An08g04965	myID710
F9C07_2167797	Afu1g12340	AN1059	An08g04990	myID711
F9C07_8124	Afu1g12350	AN1058	An08g05010	myID712
F9C07_8123	Afu1g12370	AN1057	An08g05030	myID713
F9C07_8073	Afu1g12380	AN1056	An08g05050	myID714
F9C07_2235244	Afu1g12390	AN1055	An08g05060	myID715
F9C07_8072	Afu1g12400	AN1054	An08g05070	myID716
F9C07_8071	Afu1g12480	AN1053	An08g05080	myID717
F9C07_1733132	Afu1g12490	AN1052	An08g05100	myID718
F9C07_8058	Afu1g12520	AN10145	An08g05150	myID719
F9C07_8057	Afu1g12530	AN1037	An08g05160	myID720
F9C07_2167608	Afu1g12540	AN1038	An08g05185	myID721
F9C07_2285823	Afu1g12550	AN1039	An08g05200	myID722
F9C07_2285822	Afu1g12560	AN1041	An08g05230	myID723
F9C07_8053	Afu1g12570	AN10139	An08g05250	myID724
F9C07_8051	Afu1g12590	AN1045	An08g05260	myID725
F9C07_2283404	Afu1g12640	AN1049	An08g05390	myID726
F9C07_3854	Afu1g12650	AN1050	An08g05400	myID727
F9C07_3855	Afu1g12660	AN1027	An08g05410	myID728
F9C07_1528170	Afu1g12670	AN1026	An08g05420	myID729
F9C07_3857	Afu1g12680	AN1025	An08g05440	myID730
F9C07_2244079	Afu1g12700	AN0995	An08g05470	myID731
F9C07_3782	Afu1g12720	AN0996	An08g05490	myID732
F9C07_3781	Afu1g12730	AN0997	An08g05500	myID733
F9C07_2232425	Afu1g12750	AN0998	An08g05520	myID734
F9C07_3778	Afu1g12760	AN0999	An08g05530	myID735
F9C07_3773	Afu1g12770	AN1001	An08g05540	myID736
F9C07_3772	Afu1g12780	AN1000	An08g05560	myID737
F9C07_3771	Afu1g12790	AN1002	An08g05570	myID738
F9C07_2283332	Afu1g12800	AN1003	An08g05580	myID739
F9C07_2283330	Afu1g12810	AN1004	An08g05590	myID740
F9C07_3766	Afu1g12830	AN1006	An08g05610	myID741
F9C07_3765	Afu1g12840	AN1007	An08g05640	myID742
F9C07_3764	Afu1g12850	AN1008	An08g05670	myID743
F9C07_3763	Afu1g12860	AN1009	An08g05680	myID744
F9C07_3762	Afu1g12870	AN1010	An08g05690	myID745
F9C07_2283325	Afu1g12875	AN1011	An08g05700	myID746
F9C07_3758	Afu1g12880	AN1012	An08g05720	myID747
F9C07_3755	Afu1g12890	AN1013	An08g05730	myID748
F9C07_2256575	Afu1g12900	AN10140	An08g05760	myID749
F9C07_3741	Afu1g12910	AN1014	An08g05780	myID750
F9C07_3740	Afu1g12920	AN1015	An08g05790	myID751
F9C07_3739	Afu1g12930	AN1016	An08g05820	myID752
F9C07_2156698	Afu1g12940	AN1017	An08g05850	myID753
F9C07_3738	Afu1g12950	AN1018	An08g05860	myID754
F9C07_2156683	Afu1g12960	AN1019	An08g05870	myID755
F9C07_2283308	Afu1g12980	AN1021	An08g05890	myID756
F9C07_3734	Afu1g12990	AN1022	An08g05900	myID757
F9C07_2106316	Afu1g13010	AN1024	An08g05920	myID758
F9C07_3733	Afu1g13020	AN1023	An08g05910	myID759
F9C07_2232373	Afu1g13030	AN10141	An08g05960	myID760
F9C07_3726	Afu1g13050	AN0644	An08g06030	myID761
F9C07_3725	Afu1g13060	AN0646	An08g06050	myID762
F9C07_3724	Afu1g13070	AN0647	An08g06060	myID763
F9C07_1520014	Afu1g13100	AN10112	An08g06090	myID764
F9C07_3721	Afu1g13110	AN0649	An08g06100	myID765
F9C07_2232363	Afu1g13130	AN0650	An08g06120	myID766
F9C07_1519782	Afu1g13140	AN0651	An08g06130	myID767
F9C07_3717	Afu1g13150	AN0653	An08g06150	myID768
F9C07_3716	Afu1g13160	AN0654	An08g06160	myID769
F9C07_2106302	Afu1g13170	AN0655	An08g06170	myID770
F9C07_3713	Afu1g13180	AN0657	An08g06200	myID771
F9C07_2283289	Afu1g13190	AN0658	An08g06210	myID772
F9C07_2283288	Afu1g13195	AN11278	An08g06220	myID773
F9C07_2283286	Afu1g13200	AN0659	An08g06230	myID774
F9C07_3709	Afu1g13210	AN0660	An08g06240	myID775
F9C07_2156587	Afu1g13240	AN0662	An08g06270	myID776
F9C07_3702	Afu1g13250	AN0664	An08g06320	myID777
F9C07_3701	Afu1g13260	AN0665	An08g06330	myID778
F9C07_2202719	Afu1g13270	AN0666	An08g06340	myID779
F9C07_3699	Afu1g13280	AN0667	An08g06350	myID780
F9C07_2106287	Afu1g13290	AN0668	An08g06360	myID781
F9C07_2283277	Afu1g13300	AN0670	An08g06370	myID782
F9C07_3696	Afu1g13310	AN0671	An08g06380	myID783
F9C07_3695	Afu1g13320	AN0672	An08g06390	myID784
F9C07_3694	Afu1g13330	AN0673	An08g06400	myID785
F9C07_1518078	Afu1g13340	AN0674	An08g06420	myID786
F9C07_2232332	Afu1g13380	AN10110	An08g06450	myID787
F9C07_3685	Afu1g13390	AN0676	An08g06460	myID788
F9C07_2156436	Afu1g13420	AN10111	An08g06500	myID789
F9C07_2068304	Afu1g13450	AN0684	An08g06520	myID790
F9C07_1514050	Afu1g13460	AN0685	An08g06530	myID791
F9C07_3681	Afu1g13470	AN0686	An08g06540	myID792
F9C07_3680	Afu1g13480	AN12213	An08g06550	myID793
F9C07_2202707	Afu1g13490	AN0687	An08g06560	myID794
F9C07_2283260	Afu1g13500	AN0688	An08g06570	myID795
F9C07_2283259	Afu1g13510	AN0689	An08g06580	myID796
F9C07_3674	Afu1g13520	AN0690	An08g06590	myID797
F9C07_2283257	Afu1g13530	AN0691	An08g06600	myID798
F9C07_2283256	Afu1g13540	AN0692	An08g06610	myID799
F9C07_3671	Afu1g13550	AN0693	An08g06620	myID800
F9C07_3670	Afu1g13560	AN0694	An08g06630	myID801
F9C07_2068566	Afu1g13580	AN0696	An08g06660	myID802
F9C07_3667	Afu1g13590	AN0697	An08g06670	myID803
F9C07_2106254	Afu1g13600	AN0699	An08g06680	myID804
F9C07_3665	Afu1g13610	AN0698	An08g06690	myID805
F9C07_2202702	Afu1g13620	AN0700	An08g06700	myID806
F9C07_2232304	Afu1g13670	AN10109	An08g06730	myID807
F9C07_2232303	Afu1g13680	AN10113	An08g06740	myID808
F9C07_3658	Afu1g13690	AN0703	An08g06750	myID809
F9C07_2283242	Afu1g13700	AN0704	An08g06760	myID810
F9C07_2256489	Afu1g13710	AN0705	An08g06770	myID811
F9C07_3655	Afu1g13720	AN0706	An08g06780	myID812
F9C07_3654	Afu1g13730	AN0707	An08g06790	myID813
F9C07_2283237	Afu1g13750	AN0709	An08g06850	myID814
F9C07_3647	Afu1g13780	AN0734	An08g06940	myID815
F9C07_3646	Afu1g13790	AN0733	An08g06960	myID816
F9C07_1511872	Afu1g13800	AN0732	An08g06980	myID817
F9C07_1511874	Afu1g13850	AN12216	An08g07000	myID818
F9C07_3642	Afu1g13860	AN10123	An08g07010	myID819
F9C07_3641	Afu1g13870	AN10118	An08g07020	myID820
F9C07_3640	Afu1g13880	AN0728	An08g07030	myID821
F9C07_3639	Afu1g13890	AN0727	An08g07040	myID822
F9C07_2283226	Afu1g13900	AN12419	An08g07050	myID823
F9C07_3637	Afu1g13910	AN9436	An08g07060	myID824
F9C07_2232280	Afu1g13920	AN9437	An08g07070	myID825
F9C07_2069292	Afu1g13930	AN9438	An08g07080	myID826
F9C07_3633	Afu1g13940	AN0726	An08g07090	myID827
F9C07_2283213	Afu1g13960	AN0725	An08g07100	myID828
F9C07_2069252	Afu1g13970	AN10115	An08g07110	myID829
F9C07_3621	Afu1g13990	AN0723	An08g07150	myID830
F9C07_3622	Afu1g14010	AN0722	An08g07200	myID831
F9C07_3624	Afu1g14020	AN0720	An08g07220	myID832
F9C07_2232271	Afu1g14030	AN0719	An08g07230	myID833
F9C07_3606	Afu1g14060	AN0714	An01g11900	myID834
F9C07_3605	Afu1g14070	AN0715	An01g11910	myID835
F9C07_3601	Afu1g14080	AN0751	An01g11940	myID836
F9C07_3602	Afu1g14090	AN0717	An01g11930	myID837
F9C07_1510756	Afu1g14100	AN0716	An01g11920	myID838
F9C07_2283197	Afu1g14110	AN0752	An01g11950	myID839
F9C07_2283196	Afu1g14120	AN0753	An01g11960	myID840
F9C07_3597	Afu1g14150	AN0754	An01g11990	myID841
F9C07_2283193	Afu1g14180	AN0757	An01g12180	myID842
F9C07_3587	Afu1g14190	AN0759	An01g12200	myID843
F9C07_3586	Afu1g14200	AN0747	An01g12210	myID844
F9C07_2283187	Afu1g14210	AN0746	An01g12220	myID845
F9C07_2283186	Afu1g14220	AN0745	An01g12230	myID846
F9C07_3583	Afu1g14230	AN0736	An01g12240	myID847
F9C07_2280739	Afu1g14240	AN0762	An01g12290	myID848
F9C07_2280738	Afu1g14260	AN0763	An01g12300	myID849
F9C07_5542	Afu1g14270	AN0764	An01g12310	myID850
F9C07_5539	Afu1g14280	AN0766	An01g12320	myID851
F9C07_5537	Afu1g14290	AN0767	An01g12330	myID852
F9C07_2280732	Afu1g14300	AN0768	An01g12350	myID853
F9C07_2144572	Afu1g14310	AN10119	An01g12360	myID854
F9C07_2280730	Afu1g14320	AN0770	An01g12370	myID855
F9C07_5533	Afu1g14330	AN0771	An01g12380	myID856
F9C07_5532	Afu1g14340	AN0773	An01g12390	myID857
F9C07_2280727	Afu1g14360	AN10120	An01g12410	myID858
F9C07_5526	Afu1g14410	AN0776	An01g12420	myID859
F9C07_1846417	Afu1g14420	AN0777	An01g12430	myID860
F9C07_5524	Afu1g14430	AN0778	An01g12440	myID861
F9C07_5522	Afu1g14450	AN0779	An01g12450	myID862
F9C07_2280718	Afu1g14500	AN0781	An01g12470	myID863
F9C07_2280716	Afu1g14510	AN0782	An01g12480	myID864
F9C07_2225918	Afu1g14530	AN0783	An01g12500	myID865
F9C07_1256074	Afu1g14540	AN0784	An01g12520	myID866
F9C07_2717	Afu1g14550	AN0785	An01g12530	myID867
F9C07_2129527	Afu1g14560	AN0787	An01g12550	myID868
F9C07_2277630	Afu1g14570	AN0797	An01g12570	myID869
F9C07_2713	Afu1g14580	AN0796	An01g12580	myID870
F9C07_2712	Afu1g14590	AN0795	An01g12590	myID871
F9C07_1256675	Afu1g14600	AN0794	An01g12600	myID872
F9C07_2277633	Afu1g14610	AN0802	An01g12610	myID873
F9C07_2100013	Afu1g14620	AN0803	An01g12620	myID874
F9C07_1256636	Afu1g14630	AN0804	An01g12630	myID875
F9C07_2707	Afu1g14640	AN0805	An01g12640	myID876
F9C07_1256857	Afu1g14660	AN0807	An01g12690	myID877
F9C07_2277639	Afu1g14670	AN0808	An01g12700	myID878
F9C07_2225934	Afu1g14680	AN0809	An01g12710	myID879
F9C07_2701	Afu1g14690	AN0810	An01g12720	myID880
F9C07_2277646	Afu1g14720	AN0813	An01g12740	myID881
F9C07_2277647	Afu1g14730	AN0814	An01g12750	myID882
F9C07_2277648	Afu1g14740	AN0816	An01g12770	myID883
F9C07_2691	Afu1g14750	AN0817	An01g12780	myID884
F9C07_2688	Afu1g14770	AN0818	An01g12800	myID885
F9C07_2277653	Afu1g14780	AN0819	An01g12810	myID886
F9C07_1267	Afu1g14790	AN0821	An01g12820	myID887
F9C07_1265	Afu1g14800	AN0820	An01g12850	myID888
