Orthogroup	afla	afum	anid	anig
OG0000085	F9C07_2199619, F9C07_2235154, F9C07_2262897, F9C07_2278542, F9C07_2284538	Afu1g02350, Afu2g08910, Afu4g13830	AN0332, AN0489, AN6063	An01g05830, An01g07150, An01g08700, An01g14660, An12g04620
OG0000086	F9C07_1014798, F9C07_10217, F9C07_1606039, F9C07_1699, F9C07_1801, F9C07_2286595	Afu4g00370, Afu5g00470, Afu5g01240	AN2829, AN2879	An02g00340, An03g05880, An08g09020, An09g04990, An11g08900
OG0000087	F9C07_7491			An01g06920, An02g10110, An03g03070, An03g04880, An05g01110, An05g01700, An05g02470, An06g01090, An08g04860, An09g00060, An09g01700, An11g07780, An11g07820, An16g06740, An18g01380
OG0000088	F9C07_1914333, F9C07_2236696, F9C07_2286913, F9C07_2287147, F9C07_2287841	Afu3g03490, Afu8g00200	AN1313, AN5415, AN7852	An01g15010, An03g05430, An03g05480, An12g05370, An13g03370
OG0000089	F9C07_13174, F9C07_2282692, F9C07_2284724, F9C07_2285513, F9C07_2287059, F9C07_5492	Afu3g03440, Afu3g03640	AN0374, AN3160, AN6238, AN8365, AN8540	An03g03560, An07g06240
OG0000090	F9C07_12429, F9C07_2283122, F9C07_4542, F9C07_8115, F9C07_9265	Afu1g04350	AN11122, AN1596, AN2374, AN2715	An02g08200, An12g04360, An12g09700, An13g02340, An18g01750
OG0000091	F9C07_2162632, F9C07_2278702, F9C07_2282739, F9C07_2287253, F9C07_5506, F9C07_5854, F9C07_6678	Afu2g09540, Afu4g03800	AN6057, AN6321, AN7131	An13g03000, An14g01110, An16g06420
OG0000092	F9C07_12661, F9C07_2063431, F9C07_2280362	Afu4g14490	AN5397, AN6830, AN9170	An01g00860, An05g02340, An07g05530, An08g08450, An11g03580, An12g05810, An16g02020, An18g02690
OG0000093	F9C07_2098185, F9C07_2263974, F9C07_2276937, F9C07_2278471, F9C07_2286119, F9C07_3304, F9C07_6913, F9C07_9366	Afu1g17410, Afu8g02100	AN5976, AN7396	An11g00200, An14g01770, An15g04800
OG0000094	F9C07_11381, F9C07_12737, F9C07_13179, F9C07_1486279, F9C07_2107361, F9C07_2133501, F9C07_2235119, F9C07_2243643, F9C07_4561		AN0497, AN10720, AN6461, AN7380, AN9456	An01g11600
OG0000095	F9C07_11970, F9C07_12963, F9C07_2054673, F9C07_2098189, F9C07_2276945, F9C07_7788	Afu2g11610, Afu2g11620, Afu3g07380, Afu7g06380, Afu8g07070	AN10420, AN4843	An02g13240, An13g03710
OG0000096	F9C07_1954274, F9C07_2066552, F9C07_4499	Afu4g01440, Afu4g14530, Afu7g05500	AN3255	An02g11830, An06g02010, An07g02310, An08g01120, An08g07620, An08g09150, An16g01680, An18g02720
OG0000097	F9C07_10648, F9C07_2062078, F9C07_2224525, F9C07_2281027, F9C07_2285649, F9C07_5881	Afu2g14440, Afu5g03100	AN10389, AN1598, AN2202, AN3253, AN3256, AN8184, AN8437	
OG0000098	F9C07_2076324, F9C07_2277261, F9C07_2284520	Afu3g14540, Afu5g10270, Afu6g06470	AN10507, AN2530, AN3555, AN5781, AN7892	An09g01670, An15g05410, An18g00600, An18g06650
OG0000099	F9C07_11964, F9C07_1392463, F9C07_1609468, F9C07_1961967, F9C07_2409	Afu3g12190, Afu4g08840, Afu4g14620, Afu5g14650, Afu5g14845	AN1658, AN5051, AN5845	An04g03740, An15g05390
OG0000100	F9C07_1842673, F9C07_2204002, F9C07_2276657, F9C07_2278822, F9C07_579, F9C07_7600	Afu6g03920, Afu8g06450	AN10836, AN11366, AN6756, AN8656	An04g09810, An07g00790, An15g01590
OG0000101	F9C07_2125960, F9C07_2132922, F9C07_2227805, F9C07_5493, F9C07_6526, F9C07_7495	Afu4g06200	AN5260, AN6683, AN8537	An01g11280, An11g06510, An12g04370, An14g01260, An18g01470
OG0000102	F9C07_11110, F9C07_1848939, F9C07_2072388, F9C07_2233396, F9C07_9159	Afu4g00700, Afu4g11710	AN3339, AN7895, AN7914	An09g01880, An12g10890, An12g10910, An16g01630, An17g00640
OG0000103	F9C07_10155, F9C07_1197, F9C07_1876567, F9C07_2158571	Afu1g15670, Afu2g17530, Afu4g14280	AN0878, AN0901, AN6635	An01g13660, An01g14010, An03g03750, An04g10400, An05g02540
OG0000104	F9C07_2248557, F9C07_2282767, F9C07_3709, F9C07_7882	Afu1g13210	AN0660, AN11211, AN3352, AN4152, AN7955, AN8416	An03g05590, An07g00370, An08g06240, An13g03930
OG0000105	F9C07_2058990, F9C07_2276729	Afu1g01770, Afu3g02950	AN2250, AN2393, AN3545, AN8463, AN9347, AN9378	An02g10680, An04g08390, An08g04580, An11g03490, An15g04150
OG0000106	F9C07_1394405, F9C07_4614, F9C07_7097	Afu4g08600, Afu6g11430, Afu7g01000, Afu8g02310	AN0101, AN0554, AN1689, AN4126, AN5435, AN9034	An04g03400, An08g07290
OG0000107	F9C07_1267987, F9C07_8292, F9C07_8636	Afu1g10880, Afu3g10690, Afu7g01030	AN1189, AN2827, AN4920, AN5086, AN5088, AN8399	An02g06350, An08g03090, An19g00350
OG0000108	F9C07_1174434, F9C07_12148, F9C07_12716	Afu7g07000	AN10612, AN12441, AN5380, AN7064, AN9031	An02g12790, An03g00340, An03g06320, An05g02590, An08g09280
OG0000109	F9C07_12243, F9C07_13079, F9C07_1840655, F9C07_2066300, F9C07_2076710, F9C07_2175732, F9C07_2236734, F9C07_2281632, F9C07_505	Afu6g14150	AN5349, AN7923, AN8529	An06g01060
OG0000110	F9C07_12287, F9C07_1346, F9C07_1437, F9C07_2279106, F9C07_2282648, F9C07_2284182	Afu3g08530, Afu5g14490	AN1481, AN2985	An01g01245, An01g01810, An02g12220, An16g08080
OG0000111	F9C07_1015375, F9C07_10519, F9C07_1175182, F9C07_1371535, F9C07_2101231, F9C07_2110389, F9C07_2256681, F9C07_2283426, F9C07_2286992, F9C07_2287096, F9C07_2287097, F9C07_2287102, F9C07_2287116, F9C07_2287655			
OG0000112	F9C07_2173222, F9C07_4221	Afu7g06720		An01g02740, An01g14800, An02g00350, An03g05300, An04g04430, An08g09800, An09g00890, An10g00950, An11g03590, An13g03810, An17g00830
OG0000113	F9C07_11907, F9C07_1468664, F9C07_1678, F9C07_2054134, F9C07_2174302, F9C07_2287213, F9C07_3282, F9C07_8516	Afu8g01640	AN8105	An03g05680, An04g01150, An04g04380, An16g00600
OG0000114	F9C07_12791, F9C07_2250680, F9C07_2285493, F9C07_3534, F9C07_6029, F9C07_6341, F9C07_8748	Afu2g07920, Afu3g03480	AN5837	An02g10840, An04g08410, An05g00500, An16g08060
OG0000115	F9C07_12003, F9C07_2057089, F9C07_2227219, F9C07_2227624, F9C07_2287676, F9C07_4246, F9C07_7789	Afu1g16390, Afu3g00200, Afu3g00220, Afu3g01670, Afu6g14560, Afu8g04480	AN8347	
OG0000116	F9C07_1074, F9C07_12957, F9C07_1490307, F9C07_1719793, F9C07_2148639, F9C07_2221971, F9C07_2223132, F9C07_2228020, F9C07_2282641, F9C07_2283220, F9C07_4711, F9C07_6316		AN7976	An08g07430
OG0000117	F9C07_128, F9C07_1960868, F9C07_2277522, F9C07_2284282	Afu1g13440, Afu3g00680, Afu7g04180	AN1586, AN5690, AN8454	An02g10920, An03g00730, An07g06400, An13g00710
OG0000118	F9C07_2249224, F9C07_2264947, F9C07_2281662, F9C07_2286465, F9C07_9291	Afu8g01180	AN2584	An02g00060, An02g11050, An07g04430, An11g07280, An14g01350, An18g00040, An19g00130
OG0000119	F9C07_1195596, F9C07_1729504, F9C07_2160623, F9C07_2202647, F9C07_2260510, F9C07_2280482, F9C07_2285773	Afu4g01105, Afu6g12020	AN11195, AN8735	An04g06290, An08g09560, An12g05270
OG0000120	F9C07_1647406, F9C07_1776, F9C07_2103223, F9C07_7316, F9C07_7317	Afu8g05850	AN2230, AN2504, AN7917, AN8554	An02g03490, An09g00390, An15g04350, An17g00660
OG0000121	F9C07_1014321, F9C07_1257101, F9C07_2066320, F9C07_2066868, F9C07_2082311, F9C07_2107670, F9C07_2200740, F9C07_9411	Afu4g01510	AN1641	An09g01390, An12g03170, An16g00380, An18g01040
OG0000122	F9C07_1475649, F9C07_1727783, F9C07_2073811, F9C07_5512	Afu4g03750	AN10428, AN10662, AN6778, AN7137, AN9294, AN9336	An01g02140, An14g01160, An16g00720
OG0000123	F9C07_2133688, F9C07_2164288, F9C07_2203831, F9C07_2234443, F9C07_2285584, F9C07_5793	Afu2g14640, Afu7g00810, Afu7g06910	AN3203	An05g01250, An05g01260, An12g07270, An14g02930
OG0000124	F9C07_2125690, F9C07_2148246, F9C07_2199424, F9C07_2206546, F9C07_2231898, F9C07_2251722, F9C07_2252535, F9C07_2729, F9C07_837	Afu6g13380	AN5453	An08g09040, An11g07620, An13g03860
OG0000125	F9C07_2200163, F9C07_2232294, F9C07_6419	Afu3g15220, Afu4g09260, Afu6g11540, Afu7g04765	AN10042	An04g09580, An08g01130, An11g01710, An12g08300, An15g02610, An15g05580
OG0000126	F9C07_10475, F9C07_10550, F9C07_1092, F9C07_2091970, F9C07_2151968, F9C07_2286702, F9C07_7752, F9C07_7942	Afu3g14970, Afu5g11320, Afu8g01090	AN0170	An01g02500, An18g03380
OG0000127	F9C07_10009, F9C07_1001217, F9C07_2217353, F9C07_2277571	Afu1g06810, Afu6g12930	AN3894, AN5300, AN5525, AN7642	An02g11040, An08g10530, An09g03870, An16g05760
OG0000128	F9C07_1001519, F9C07_1032790, F9C07_1758580, F9C07_2154302, F9C07_2199721, F9C07_2233501	Afu5g00700, Afu5g14670	AN3346, AN3348	An12g09990, An16g01170, An16g06080, An18g00980
OG0000129	F9C07_2255725, F9C07_2276961, F9C07_2278698, F9C07_2776, F9C07_9982	Afu1g00990, Afu3g15350, Afu5g01530, Afu7g00840	AN0525, AN2369, AN2469, AN7268, AN7999	
OG0000130	F9C07_2280333	Afu1g00230, Afu6g09390, Afu7g08630	AN11267, AN12063, AN1663, AN7123	An01g08970, An03g00970, An06g00570, An06g00580, An07g02510, An08g12110
OG0000131	F9C07_12181, F9C07_2111143, F9C07_6478	Afu7g00220	AN2614, AN8112, AN8889	An03g05320, An04g02790, An08g09350, An13g03250, An14g01600, An16g06220
OG0000132	F9C07_2177004, F9C07_2236451, F9C07_2246, F9C07_2276808, F9C07_5016, F9C07_7814	Afu5g14120	AN7821, AN8155	An02g01090, An11g02460, An12g03210, An12g06400
OG0000133	F9C07_2263418, F9C07_2285054	Afu1g01690, Afu6g03090, Afu7g01160	AN9384	An01g00510, An02g10700, An03g00180, An03g02570, An09g01270, An11g04220, An11g07010
OG0000134	F9C07_2152754, F9C07_2278460, F9C07_2286961	Afu1g15440, Afu2g11270, Afu3g00910	AN3307, AN5885	An02g03260, An04g09890, An09g03070, An12g02450, An15g07810
OG0000135	F9C07_2054314, F9C07_2287016	Afu3g14730, Afu5g00110, Afu7g00200, Afu7g00260, Afu7g00300	AN9189, AN9305	An01g01290, An08g05340, An08g05350, An18g00300
OG0000136	F9C07_12995, F9C07_2229056, F9C07_2247681, F9C07_2276726, F9C07_4556, F9C07_9290		AN10036	An02g01100, An08g08560, An09g05070, An11g09140, An12g02800, An15g04580
OG0000137	F9C07_2062244, F9C07_2199660, F9C07_2283253, F9C07_2287098, F9C07_2287156	Afu3g02670	AN2064, AN2924	An11g03670, An11g04250, An12g10090, An12g10860, An13g02460
OG0000138	F9C07_1479911, F9C07_1526396, F9C07_1925775, F9C07_2110133, F9C07_2283708, F9C07_2284221, F9C07_2287693, F9C07_969	Afu3g14160	AN1323, AN3529, AN7778	An11g03070
OG0000139	F9C07_1183598, F9C07_2107605, F9C07_2233664, F9C07_2260563, F9C07_2263858, F9C07_2276967, F9C07_540	Afu8g01380	AN0616	An02g07330, An12g06460, An16g04060, An18g00750
OG0000140	F9C07_1934615, F9C07_2232143, F9C07_2232530, F9C07_6492, F9C07_8665	Afu3g15000	AN10332, AN2562, AN2699, AN2783, AN6949	An09g01110, An09g02880
OG0000141	F9C07_10205, F9C07_12720, F9C07_9439	Afu2g17950	AN11097, AN4607, AN5023, AN8106	An02g00230, An04g06010, An06g02640, An07g01730, An13g02050
OG0000142	F9C07_10189, F9C07_2258758, F9C07_2285576, F9C07_2287425, F9C07_8142	Afu8g02520	AN11149, AN7634, AN8341	An03g06540, An08g09550, An15g05130, An15g07570
OG0000143	F9C07_1813063, F9C07_1954184, F9C07_2156698, F9C07_2161819	Afu1g12940, Afu5g09100	AN1017, AN4668, AN5511	An07g03980, An08g05850, An12g05120, An18g05270
OG0000144	F9C07_2248249, F9C07_2280409, F9C07_2282886	Afu5g03960, Afu5g06840, Afu6g13720	AN0509, AN10502, AN10838, AN5038, AN7613	An11g05860, An12g05330
OG0000145	F9C07_13098, F9C07_1808031, F9C07_2225359, F9C07_2282832, F9C07_2283842, F9C07_8696, F9C07_9771	Afu3g02600, Afu5g01210	AN7214	An01g00600, An12g07220, An16g00660
OG0000146	F9C07_2157020, F9C07_2224625, F9C07_7868	Afu3g14720	AN12217	An02g08330, An02g12930, An03g01790, An07g00060, An09g00550, An11g05550, An11g06420, An16g00050
OG0000147	F9C07_191, F9C07_1959235, F9C07_2164504, F9C07_8307	Afu1g10790, Afu6g13760, Afu7g04720	AN10672, AN1197, AN3764	An08g03060, An08g08370, An13g01260
OG0000148	F9C07_2153365, F9C07_2278348, F9C07_5158	Afu2g12550, Afu6g13780	AN6277, AN7390, AN8077	An02g01480, An07g01090, An11g08990, An16g01040, An16g01660
OG0000149	F9C07_2065740, F9C07_2280481, F9C07_2281034, F9C07_9392		AN10908, AN6771	An03g01700, An03g06630, An04g09710, An06g00350, An06g00460, An07g04470, An16g08070
OG0000150	F9C07_2061931, F9C07_2063262, F9C07_2278914, F9C07_2283191, F9C07_2285715	Afu7g04880, Afu8g06750	AN0487, AN1607	An04g10340, An08g09120, An11g00680, An15g04860
OG0000151	F9C07_2061017, F9C07_2143575, F9C07_2276959	Afu3g03240, Afu6g09880	AN0528, AN3997, AN6429, AN7898, AN8366, AN8413, AN8507, AN8995	
OG0000152	F9C07_2137450, F9C07_2225105, F9C07_2282195, F9C07_2282737, F9C07_2282738, F9C07_3326, F9C07_7069	Afu6g11850, Afu8g00120	AN3539, AN3540	An13g03440, An14g03230
OG0000153	F9C07_2164201, F9C07_2278374, F9C07_2280371, F9C07_2286194, F9C07_3564	Afu3g01400, Afu4g01050	AN3247, AN3329, AN8489	An13g03060, An14g02610, An14g03570
OG0000154	F9C07_3816, F9C07_4830, F9C07_6550	Afu3g14680, Afu4g08720, Afu5g01340	AN1675, AN7792	An02g13220, An04g03590, An05g01010, An09g01240, An18g01090
OG0000155	F9C07_1585570, F9C07_2074714, F9C07_2281328, F9C07_2281329, F9C07_2284255, F9C07_302, F9C07_6938	Afu4g13970, Afu6g00680	AN8625	An06g00940, An11g07050, An11g07180
OG0000156	F9C07_11945, F9C07_1839, F9C07_2284117, F9C07_2285900, F9C07_367	Afu3g00170, Afu3g07220, Afu6g00520	AN11144, AN4824, AN8627	An02g13520, An12g10160
OG0000157	F9C07_1602977, F9C07_2198012, F9C07_2199787, F9C07_2227853, F9C07_2278574, F9C07_2281458, F9C07_2282610	Afu2g05840, Afu4g00470, Afu4g00480	AN7466	An02g14470, An18g00700
OG0000158	F9C07_2101178, F9C07_222, F9C07_2277506, F9C07_4545, F9C07_8481, F9C07_8482	Afu1g02450, Afu1g14895, Afu2g17815, Afu4g04140	AN11036, AN2362	An03g00240
OG0000159	F9C07_2976, F9C07_4589, F9C07_509	Afu2g04320, Afu7g06420	AN1882, AN6753, AN9044	An01g11390, An02g01330, An02g10930, An03g00910, An07g00820
OG0000160	F9C07_1095383, F9C07_1116, F9C07_1191900, F9C07_594	Afu1g16190, Afu6g03230, Afu6g08510	AN0933, AN11979, AN3914	An01g11010, An11g01540, An13g02510
OG0000161	F9C07_1360555, F9C07_2130318, F9C07_2277616	Afu3g11280, Afu7g08490, Afu8g01410	AN4871, AN5454, AN7886	An02g07020, An04g04670, An08g09030, An11g01160
OG0000162	F9C07_4328, F9C07_4552	Afu1g17220, Afu4g13920, Afu8g01970	AN4372, AN8327	An01g11520, An01g14670, An02g04900, An05g02440, An15g05370, An16g06990
OG0000163	F9C07_11520, F9C07_2074927, F9C07_2205087, F9C07_2284650	Afu7g02550	AN11941, AN3700, AN9064	An05g02260, An08g09380, An12g00030, An15g04610, An16g01700
OG0000164		Afu1g02750, Afu8g01430		An02g08310, An03g04870, An04g04480, An08g03740, An08g03820, An11g04270, An11g06440, An12g02500, An12g06300, An13g02940, An14g01940
OG0000165		Afu8g00560, Afu8g00760	AN10613, AN10776, AN11192, AN2727, AN7399, AN8358	An03g00580, An06g02660, An06g02700, An10g00110, An18g01480
OG0000166			AN0368, AN0621, AN2661, AN2711, AN2796, AN2950, AN3980, AN7094, AN7756, AN7833, AN7977, AN8207, AN8648	
OG0000167				An02g00700, An02g06510, An03g05710, An05g01900, An05g01910, An06g01430, An08g02020, An08g02050, An09g02660, An12g09710, An14g06130, An14g07080, An14g07100
OG0000168	F9C07_12271, F9C07_2223747, F9C07_7320	Afu2g11520, Afu5g01160, Afu7g00950	AN3357, AN4277, AN5860	An02g03540, An03g02190, An05g01290
OG0000169	F9C07_11528, F9C07_2077122, F9C07_2249315, F9C07_2287011	Afu1g11050, Afu3g01230	AN1889, AN4337, AN6958, AN8467	An05g02010, An18g00440
OG0000170	F9C07_1139980, F9C07_2287088	Afu5g09740, Afu6g01840	AN2375, AN6062, AN8535, AN8636	An03g02000, An12g07190, An12g09580, An13g02400
OG0000171	F9C07_1586756, F9C07_2287188	Afu4g03110, Afu5g00280, Afu5g01080, Afu5g10690	AN2475	An07g01260, An09g02930, An10g01030, An14g02740, An14g03990
OG0000172	F9C07_1932034, F9C07_2125738, F9C07_2287337, F9C07_4198	Afu3g03315, Afu6g14580	AN2695	An01g00690, An02g07950, An02g08190, An03g06080, An08g11000
OG0000173	F9C07_1344081, F9C07_1830540, F9C07_2200113, F9C07_2287320	Afu5g08150, Afu5g10510	AN6779, AN8957	An12g04190, An13g02330, An14g03290, An15g05290
OG0000174	F9C07_2236951, F9C07_2279085, F9C07_2279768	Afu2g04060, Afu2g17960	AN12101, AN5228, AN9345	An05g02240, An07g08760, An08g09330, An11g08510
OG0000175	F9C07_1374, F9C07_1937417, F9C07_2261073, F9C07_4606	Afu7g01980, Afu8g02430	AN11177, AN3030, AN5355	An03g06430, An12g00670, An16g02510
OG0000176	F9C07_11879, F9C07_1602624, F9C07_2206167, F9C07_2234532, F9C07_2260218, F9C07_2277523, F9C07_2283316	Afu3g00690	AN3290	An03g00750, An04g06000, An12g05220
OG0000177	F9C07_10157, F9C07_1389856, F9C07_2287654, F9C07_7429	Afu5g00960	AN4040, AN7213, AN7394	An01g11560, An10g00910, An11g01220, An18g01180
OG0000178	F9C07_12910, F9C07_2281607, F9C07_605, F9C07_6695	Afu8g05690	AN7171, AN7374	An03g00200, An03g01940, An04g09830, An08g08870, An15g04640
OG0000179	F9C07_2199352, F9C07_2256059, F9C07_2287828	Afu4g01560, Afu7g05830, Afu8g06870	AN10845, AN3210, AN5323	An06g00260, An07g02060, An14g02700
OG0000180	F9C07_2200421, F9C07_2287833, F9C07_4270, F9C07_5320, F9C07_8657	Afu2g14340	AN10301, AN11825	An02g00910, An08g01260, An11g03990, An18g02800
OG0000181	F9C07_11888, F9C07_2281459, F9C07_5191		AN7881	An04g08510, An05g01120, An09g02000, An10g00660, An11g03940, An12g04250, An14g03870, An14g07320
OG0000182	F9C07_1832572, F9C07_2162060, F9C07_2202260, F9C07_2232108, F9C07_2257225		AN6322	An05g01040, An08g01460, An11g04710, An11g09210, An12g02620, An19g00050
OG0000183	F9C07_2200569			An01g05900, An02g09420, An02g13980, An10g00150, An12g01150, An12g03530, An13g02060, An14g03110, An14g03850, An15g07900, An16g06370
OG0000184	F9C07_1359662, F9C07_2059841, F9C07_2200574, F9C07_9617	Afu5g14620	AN2644, AN6667, AN8161, AN8460	An01g12120, An11g05470, An15g04790
OG0000185	F9C07_1000767, F9C07_1715, F9C07_2280507, F9C07_5814	Afu2g09380, Afu4g03210, Afu4g14120	AN5309, AN7180, AN7541	An11g00110, An14g02170
OG0000186	F9C07_1003, F9C07_11123, F9C07_2278386, F9C07_4377, F9C07_5294, F9C07_726, F9C07_987	Afu4g00920	AN11798, AN2663, AN3232, AN3311	
OG0000187	F9C07_1680469, F9C07_1843868	Afu3g01190, Afu3g03740, Afu5g05750, Afu6g02242	AN10082	An01g11200, An04g08230, An06g01160, An15g00860, An15g04450
OG0000188	F9C07_10109, F9C07_10476, F9C07_2199269, F9C07_2224867, F9C07_5712, F9C07_6953	Afu1g16890, Afu5g00920	AN6582, AN9049	An05g01650, An12g06440
OG0000189	F9C07_2103759	Afu1g16030, Afu5g06880, Afu5g14930, Afu7g08590	AN9197	An01g11430, An07g06380, An08g01820, An08g11450, An12g03140, An18g02780
OG0000190	F9C07_1195676, F9C07_1893998, F9C07_2197607, F9C07_2279674, F9C07_9111	Afu1g00150, Afu1g06120, Afu4g04415, Afu6g09370		An08g11650, An11g05120, An14g00420
OG0000191	F9C07_1380542, F9C07_2212290, F9C07_2260437, F9C07_3251, F9C07_332	Afu6g11660	AN6462	An01g11610, An08g07280, An10g00040, An11g08890, An12g02360
OG0000192	F9C07_2281440, F9C07_3205	Afu8g00950	AN3533, AN6759, AN9293	An02g05160, An02g10690, An02g10990, An11g09150, An17g00650, An17g00800
OG0000193	F9C07_10194, F9C07_11014, F9C07_2282727, F9C07_3252	Afu1g12440, Afu1g12460	AN8970, AN9181	An01g11070, An11g04060, An12g03270, An16g00990
OG0000194	F9C07_2158957, F9C07_2285221, F9C07_763	Afu3g12370, Afu5g08560	AN10305, AN3088, AN4718, AN6127	An02g08020, An07g05080, An10g00680
OG0000195	F9C07_2227307, F9C07_2283888	Afu4g09470, Afu8g00190	AN0606, AN7066	An04g02950, An04g08440, An06g00760, An07g02570, An11g02510, An11g03470
OG0000196	F9C07_2284078, F9C07_6951	Afu2g18020, Afu6g09620, Afu6g13990	AN10813, AN2548, AN9250	An07g09770, An09g02790, An12g05630, An16g08610
OG0000197	F9C07_10185, F9C07_11043, F9C07_2276714, F9C07_6360	Afu4g12260, Afu8g06610	AN3658	An01g07530, An01g11760, An08g09570, An14g01540, An18g04620
OG0000198	F9C07_11298, F9C07_2279748, F9C07_8692	Afu2g03830, Afu3g00710, Afu3g02940	AN3804, AN8461, AN9377	An01g00550, An03g00770, An07g08400
OG0000199	F9C07_1118168, F9C07_1183043, F9C07_1816988, F9C07_2162123, F9C07_2254463, F9C07_2285485	Afu5g12740, Afu8g02460	AN11031	An08g00810, An15g07600, An16g00780
OG0000200	F9C07_10861	Afu5g06240, Afu7g01010	AN0100, AN10667, AN2286, AN6813, AN8979	An01g01590, An03g01355, An13g03330, An17g01530
OG0000201	F9C07_2058888, F9C07_2153173, F9C07_9994	Afu5g10070	AN10471, AN8921	An01g09740, An04g02170, An08g09450, An11g08060, An11g08440, An19g00170
OG0000202	F9C07_11509, F9C07_2065790, F9C07_2835	Afu7g00710	AN11823, AN2840	An01g01600, An01g12190, An02g10170, An03g00170, An11g00260, An16g01690
OG0000203	F9C07_1239454, F9C07_1473050, F9C07_2201513, F9C07_2201867	Afu5g02270, Afu6g10010	AN10961, AN11073, AN2122	An03g01200, An07g06360, An11g05310
OG0000204	F9C07_2281754	Afu3g09230	AN7521	An02g13340, An06g00340, An08g08030, An10g00780, An12g02340, An12g05590, An13g02160, An13g03800, An16g00030
OG0000205	F9C07_2204759, F9C07_2282817, F9C07_7819, F9C07_9045		AN10860, AN1616, AN4831, AN7805	An02g13490, An07g04560, An08g09700, An15g04940
OG0000206	F9C07_2277572, F9C07_2284542	Afu4g00220, Afu4g14570, Afu6g12940, Afu7g00120	AN0149, AN5524, AN6001, AN7070	An08g10520, An11g07320
OG0000207	F9C07_9529	Afu1g00570, Afu1g00940, Afu7g07110, Afu7g08410	AN12313	An03g03040, An03g03280, An04g07595, An08g11620, An12g07000, An13g03530
OG0000208		Afu3g13560		An05g01890, An07g00270, An07g00280, An07g00590, An07g00600, An07g01660, An07g01670, An11g03950, An11g08050, An14g07310, An18g00280
OG0000209			AN0793, AN10180, AN11621, AN12258, AN3283, AN3340, AN6384, AN7363, AN8115, AN8364, AN8533, AN8611	
OG0000210	F9C07_2110222, F9C07_7654	Afu3g15150, Afu3g15280, Afu6g03300		An01g08730, An04g06270, An06g00230, An07g00190, An08g06890, An18g02750
OG0000211	F9C07_12155, F9C07_1498596, F9C07_2199683, F9C07_2218527, F9C07_9660	Afu6g03310	AN8384, AN9292	An09g02330, An12g02830, An12g05660
OG0000212	F9C07_2236505	Afu3g03550	AN1029, AN2036, AN3385, AN6788, AN7896	An09g01870, An12g02040, An12g02210, An14g01670
OG0000213	F9C07_12267, F9C07_8411	Afu7g01070, Afu8g07030	AN2709, AN3297, AN3358, AN6427, AN7639, AN9276	An05g01320
OG0000214	F9C07_1181682, F9C07_1919633, F9C07_1923, F9C07_3589	Afu3g02920, Afu4g14680, Afu5g01100	AN1829, AN2957	An02g11270, An04g08040
OG0000215	F9C07_12337, F9C07_1280, F9C07_13081, F9C07_2106208, F9C07_2203699	Afu4g07950, Afu6g00560	AN4144, AN8311	An02g07910, An11g07840
OG0000216	F9C07_12379, F9C07_12434, F9C07_2237739	Afu1g01630, Afu8g07330	AN2037, AN8060, AN8619	An09g05140, An12g07130, An12g10640
OG0000217	F9C07_11293, F9C07_1540, F9C07_1642390, F9C07_2216262	Afu7g06920	AN1600, AN4608	An03g05420, An11g01340, An12g02630, An16g00740
OG0000218	F9C07_12469, F9C07_1723652, F9C07_2232387, F9C07_2278798	Afu6g12060	AN0147, AN2642, AN8199	An02g05080, An02g05170, An09g01440
